Candidate,Party,Date,GEO_code,Year,Votes_perc,hits.candidate,hits.party,indicador
'morales','MAS',2009-06-09 2009-12-06,BO,2009,0.642231,851,776,0.523048555623848
'Reyes','NFR',2009-06-09 2009-12-06,BO,2009,0.264641,901,1432,0.386198028289756
'Doria','UN',2009-06-09 2009-12-06,BO,2009,0.05651,601,1008,0.373523927905531
'Joaquino','AS',2009-06-09 2009-12-06,BO,2009,0.023136,881,833,0.514002333722287
'Flores','MUSPA',2009-06-09 2009-12-06,BO,2009,0.005075,1360,824,0.622710622710623
'Loayza','GENTE',2009-06-09 2009-12-06,BO,2009,0.00341,560,775,0.419475655430712
'Veliz','PULSO',2009-06-09 2009-12-06,BO,2009,0.002836,747,723,0.508163265306123
'Choquehuanca','BSD',2009-06-09 2009-12-06,BO,2009,0.002161,1587,995,0.614639814097599
'Morales','MAS',2005-04-21 2005-10-18,BO,2005,0.537398,877,1087,0.446537678207739
'Quiroga','Podemos',2005-04-21 2005-10-18,BO,2005,0.285944,904,1018,0.470343392299688
'Doria','UN',2005-04-21 2005-10-18,BO,2005,0.077977,777,689,0.530013642564802
'Nagatani','MNR',2005-04-21 2005-10-18,BO,2005,0.064674,857,1241,0.408484270734032
'Quispe','MIP',2005-04-21 2005-10-18,BO,2005,0.021556,836,1163,0.418209104552276
'Angulo','NFR',2005-04-21 2005-10-18,BO,2005,0.006844,739,977,0.430652680652681
'Rodriguez','Frepab',2005-04-21 2005-10-18,BO,2005,0.00304,1225,0,1
'García','USTB',2005-04-21 2005-10-18,BO,2005,0.002568,1191,0,1
'Da Silva','PT',2022-04-05 2022-10-02,BR,2022,0.484307198598687,176,784,0.183333333333333
'Bolsonaro','PL',2022-04-05 2022-10-02,BR,2022,0.463252884596415,989,6,0.993969849246231
'Tebet','MDB',2022-04-05 2022-10-02,BR,2022,0.0543039069674159,389,111,0.778
'Gomes','PDT',2022-04-05 2022-10-02,BR,2022,0.0363763204327085,949,68,0.933136676499508
'Thronicke','UB',2022-04-05 2022-10-02,BR,2022,0.00598304856502511,503,86,0.853989813242784
'D'Avila','NOVO',2022-04-05 2022-10-02,BR,2022,0.00545940835256275,98,642,0.132432432432432
'Gamonal','PTB',2022-04-05 2022-10-02,BR,2022,0.000785294042231801,166,1106,0.130503144654088
'Pericles','UP',2022-04-05 2022-10-02,BR,2022,0.000512054516684602,349,681,0.338834951456311
'Alves','PCB',2022-04-05 2022-10-02,BR,2022,0.000432276819538366,718,350,0.672284644194757
'Tremembé','PSTU',2022-04-05 2022-10-02,BR,2022,0.000240953754481693,390,1215,0.242990654205607
'Barbosa','DC',2022-04-05 2022-10-02,BR,2022,0.000155265062681817,1096,613,0.641310708016384
'Bolsonaro','PSL',2018-04-10 2018-10-07,BR,2018,0.460314481312036,1252,41,0.968290796597061
'Haddad','PT',2018-04-10 2018-10-07,BR,2018,0.292777503126111,979,729,0.573185011709602
'Gomes','PDT',2018-04-10 2018-10-07,BR,2018,0.124654625256289,1164,43,0.964374482187241
'Alckmin','PSDB',2018-04-10 2018-10-07,BR,2018,0.0476068598081458,2062,779,0.72580077437522
'Amoedo','Novo',2018-04-10 2018-10-07,BR,2018,0.0250324731497208,364,550,0.398249452954048
'Daciolo','Patri',2018-04-10 2018-10-07,BR,2018,0.0125951757703255,890,60,0.936842105263158
'Meirelles','MDB',2018-04-10 2018-10-07,BR,2018,0.012040550972698,1271,428,0.748087110064744
'Silva','Rede',2018-04-10 2018-10-07,BR,2018,0.00999131729568749,1147,291,0.797635605006954
'Fernandes','Pode',2018-04-10 2018-10-07,BR,2018,0.00802984573232645,47,545,0.0793918918918919
'Castro','PSOL',2018-04-10 2018-10-07,BR,2018,0.00576476116014845,79,590,0.118086696562033
'Salgado','PSTU',2018-04-10 2018-10-07,BR,2018,0.000520893132658044,469,1158,0.288260602335587
'Eymael','DC',2018-04-10 2018-10-07,BR,2018,0.00038962828742095,1178,450,0.723587223587224
'Goulart','PPL',2018-04-10 2018-10-07,BR,2018,0.00028188499643286,1061,912,0.537759756715662
'Rousseff','PT',2014-04-08 2014-10-05,BR,2014,0.41594,850,666,0.560686015831135
'Neves','PSDB',2014-04-08 2014-10-05,BR,2014,0.335473,501,293,0.630982367758186
'Silva','PSB',2014-04-08 2014-10-05,BR,2014,0.213188,850,131,0.866462793068298
'Genro','PSOL',2014-04-08 2014-10-05,BR,2014,0.015498,625,252,0.712656784492588
'Pereira','PSC',2014-04-08 2014-10-05,BR,2014,0.007503,853,562,0.602826855123675
'Jorge','PV',2014-04-08 2014-10-05,BR,2014,0.006057,580,104,0.847953216374269
'Fidelix','PRTB',2014-04-08 2014-10-05,BR,2014,0.004296,489,153,0.761682242990654
'Ferreira','PSTU',2014-04-08 2014-10-05,BR,2014,0.000877,878,864,0.504018369690011
'Eymael','PSDC',2014-04-08 2014-10-05,BR,2014,0.000589,1023,710,0.590305828043855
'Iasi','PCB',2014-04-08 2014-10-05,BR,2014,0.00046,862,942,0.477827050997783
'Costa','PCO',2014-04-08 2014-10-05,BR,2014,0.000118,735,153,0.827702702702703
'Rousseff','PT',2010-04-06 2010-10-03,BR,2010,0.469056,2074,1017,0.670980265286315
'Serra','PSDB',2010-04-06 2010-10-03,BR,2010,0.326137,942,506,0.650552486187845
'Silva','PV',2010-04-06 2010-10-03,BR,2010,0.19329,546,164,0.769014084507042
'Arruda','PSOL',2010-04-06 2010-10-03,BR,2010,0.008729,184,368,0.333333333333333
'Eymael','PSDC',2010-04-06 2010-10-03,BR,2010,0.00088,1540,1604,0.489821882951654
'Almeida','PSTU',2010-04-06 2010-10-03,BR,2010,0.000833,1157,1883,0.380592105263158
'Fidelix','PRTB',2010-04-06 2010-10-03,BR,2010,0.000571,869,699,0.554209183673469
'Pinheiro','PCB',2010-04-06 2010-10-03,BR,2010,0.000385,1126,897,0.556599110232328
'Costa','PCO',2010-04-06 2010-10-03,BR,2010,0.00012,1380,678,0.670553935860058
'Da Silva','PT',2006-04-04 2006-10-01,BR,2006,0.486083,302,850,0.262152777777778
'Alckmin','PSDB',2006-04-04 2006-10-01,BR,2006,0.416351,424,916,0.316417910447761
'Helena','PSOL',2006-04-04 2006-10-01,BR,2006,0.068496,751,482,0.609083536090835
'Baurque','PDT',2006-04-04 2006-10-01,BR,2006,0.026447,1064,1409,0.430246663970886
'Rangel','PRP',2006-04-04 2006-10-01,BR,2006,0.001317,1160,1436,0.446841294298921
'Eymael','PSDC',2006-04-04 2006-10-01,BR,2006,0.000659,837,873,0.489473684210526
'Bivar','PSL',2006-04-04 2006-10-01,BR,2006,0.000647,1627,1120,0.592282489989079
'Kast','Frente Social Cristiano',2021-05-25 2021-11-21,CL,2021,0.279081118896245,511,123,0.805993690851735
'Boric','AD',2021-05-25 2021-11-21,CL,2021,0.258259774916082,603,80,0.882869692532943
'Parisi','PDG',2021-05-25 2021-11-21,CL,2021,0.127991219097353,415,204,0.670436187399031
'Provoste','PDC',2021-05-25 2021-11-21,CL,2021,0.116059500206914,1126,718,0.610629067245119
'Enriquez Ominami','PRO',2021-05-25 2021-11-21,CL,2021,0.0760608834296182,391,795,0.329679595278246
'Artés','UPA',2021-05-25 2021-11-21,CL,2021,0.0146833643846907,888,914,0.492785793562708
'Piñera','Chile Vamos',2017-05-23 2017-11-19,CL,2017,0.366429909034162,1320,96,0.932203389830508
'Guillier','Nueva Mayoría',2017-05-23 2017-11-19,CL,2017,0.226966128709691,918,591,0.608349900596422
'Sanchez','Frente Amplio',2017-05-23 2017-11-19,CL,2017,0.202724278363948,385,783,0.329623287671233
'Goic','PDC',2017-05-23 2017-11-19,CL,2017,0.058752658978104,735,557,0.568885448916409
'Enriquez Ominami','PRO',2017-05-23 2017-11-19,CL,2017,0.0570992442744853,1281,1623,0.441115702479339
'Artés','UPA',2017-05-23 2017-11-19,CL,2017,0.00510054118916167,1047,918,0.532824427480916
'Navarro','Pais',2017-05-23 2017-11-19,CL,2017,0.00363136109377178,1162,1539,0.430211032950759
'Bachelet','Nueva Mayoría',2013-05-21 2013-11-17,CL,2013,0.46704,1876,1487,0.55783526613143
'Matthei','Alianza',2013-05-21 2013-11-17,CL,2013,0.250308,2110,1979,0.516018586451455
'Enriquez Ominami','PRO',2013-05-21 2013-11-17,CL,2013,0.109864,959,830,0.536053661263276
'Claude','Todos a la Moneda',2013-05-21 2013-11-17,CL,2013,0.028102,1194,743,0.616417139907073
'Sfeir','PEV',2013-05-21 2013-11-17,CL,2013,0.023482,1202,1016,0.541929666366096
'Miranda','Igual',2013-05-21 2013-11-17,CL,2013,0.012432,597,709,0.457120980091884
'Israel','PRI',2013-05-21 2013-11-17,CL,2013,0.005731,1046,891,0.540010325245225
'Piñera','Alianza',2009-06-16 2009-12-13,CL,2009,0.440579,1529,354,0.812002124269782
'Frei Ruiz','Concertación',2009-06-16 2009-12-13,CL,2009,0.296001,1398,1083,0.563482466747279
'Arrate','Juntos Podemos',2009-06-16 2009-12-13,CL,2009,0.062101,1313,1168,0.529222087867795
'Bachelet','Concertación',2005-06-14 2005-12-11,CL,2005,0.459619,1316,948,0.581272084805654
'Piñera','Alianza',2005-06-14 2005-12-11,CL,2005,0.25406,1523,958,0.613865376864168
'Lavín','UDI',2005-06-14 2005-12-11,CL,2005,0.232296,788,928,0.459207459207459
'Hirsch','Juntos Podemos',2005-06-14 2005-12-11,CL,2005,0.054026,1235,1083,0.532786885245902
'Petro','Pacto Histórico',2021-11-30 2022-05-29,CO,2022,0.410508755229451,1060,94,0.918544194107452
'Hernández','LIGA',2021-11-30 2022-05-29,CO,2022,0.286693051839796,776,640,0.548022598870056
'Gutiérrez','Equipo por Colombia',2021-11-30 2022-05-29,CO,2022,0.243636865031578,663,482,0.579039301310044
'Fajardo','Centro Esperanza',2021-11-30 2022-05-29,CO,2022,0.0425458393562327,237,313,0.430909090909091
'Rodriguez','Colombia Justa Libres',2021-11-30 2022-05-29,CO,2022,0.0130420951822268,1545,1103,0.583459214501511
'Martínez','Salvación Nacioanl',2021-11-30 2022-05-29,CO,2022,0.00233979336094628,1707,0,1
'Betancorut','Partido Verde',2021-11-30 2022-05-29,CO,2022,0.000680575408942389,0,613,0
'Pérez','Piensa en Grande',2021-11-30 2022-05-29,CO,2022,0.000553024590826924,1155,867,0.571216617210683
'Duque','Gran Alianza',2017-11-28 2018-05-27,CO,2018,0.3997781326224,1157,111,0.912460567823344
'Ptro','Coalición por la Paz',2017-11-28 2018-05-27,CO,2018,0.256209236622535,1987,0,1
'Fajardo','Compromiso Ciudadano',2017-11-28 2018-05-27,CO,2018,0.242395576172574,832,187,0.81648675171737
'Vargas','Cambio Radical',2017-11-28 2018-05-27,CO,2018,0.074352242056728,713,522,0.577327935222672
'De la Calle','Partido Liberal',2017-11-28 2018-05-27,CO,2018,0.021081889976279,302,739,0.290105667627281
'Trujillo','Todos somos Colombia',2017-11-28 2018-05-27,CO,2018,0.00399340154483282,1266,915,0.580467675378267
'Morales','Somos Región',2017-11-28 2018-05-27,CO,2018,0.00218952100465098,2951,0,1
'Santos','Partido de la U',2013-11-26 2014-05-25,CO,2014,0.273306,1096,1006,0.521408182683159
'Zuluaga','Centro Democrático',2013-11-26 2014-05-25,CO,2014,0.311229,949,361,0.724427480916031
'Ramírez','Partido Conservador',2013-11-26 2014-05-25,CO,2014,0.165193,301,1118,0.212121212121212
'López','Polo democrático',2013-11-26 2014-05-25,CO,2014,0.162106,1198,772,0.608121827411168
'Peñalosa','Alianza Verde',2013-11-26 2014-05-25,CO,2014,0.088166,723,787,0.478807947019868
'Santos','Partido de la U',2009-12-01 2010-05-30,CO,2010,0.474056,905,957,0.486036519871106
'Mockus','Partido Verde',2009-12-01 2010-05-30,CO,2010,0.218434,636,832,0.433242506811989
'Vargas Lleras','Cambio Radical',2009-12-01 2010-05-30,CO,2010,0.102702,1279,1136,0.529606625258799
'Petro','Polo democrático',2009-12-01 2010-05-30,CO,2010,0.09278,1231,938,0.567542646380821
'Sanín','Partido Conservador',2009-12-01 2010-05-30,CO,2010,0.062293,584,1188,0.329571106094808
'Pardo','Partido Liberal',2009-12-01 2010-05-30,CO,2010,0.044485,532,1275,0.294410625345877
'Calderón','Apertura Liberal',2009-12-01 2010-05-30,CO,2010,0.002032,776,842,0.479604449938195
'Devia','MVC',2009-12-01 2010-05-30,CO,2010,0.002184,726,731,0.498284145504461
'Araujo','ASA',2009-12-01 2010-05-30,CO,2010,0.001035,819,1095,0.427899686520376
'Uribe','Primero Colombia',2005-11-29 2006-05-28,CO,2006,0.635656,1358,523,0.721956406166933
'Gaviria','Polo democrático',2005-11-29 2006-05-28,CO,2006,0.224534,319,332,0.490015360983103
'Uribe','Partido Liberal',2005-11-29 2006-05-28,CO,2006,0.120658,1358,865,0.610886189833558
'Mockus','ASI',2005-11-29 2006-05-28,CO,2006,0.012595,530,749,0.414386239249414
'Parejo','RDN',2005-11-29 2006-05-28,CO,2006,0.003665,644,801,0.445674740484429
'Leyva','MNR',2005-11-29 2006-05-28,CO,2006,0.001569,897,875,0.506207674943567
'Rincón','Movimiento Político Comunal',2005-11-29 2006-05-28,CO,2006,0.001322,903,0,1
'Figueres','PLN',2021-08-10 2022-02-06,CR,2022,0.27282491636497,1077,1299,0.453282828282828
'Chaves','PSD',2021-08-10 2022-02-06,CR,2022,0.167772730397324,853,630,0.575185434929198
'Alvarado','PNR',2021-08-10 2022-02-06,CR,2022,0.148763900982234,1242,1063,0.53882863340564
'Feinzaig','PLP+',2021-08-10 2022-02-06,CR,2022,0.124014710599881,947,616,0.605886116442738
'Pacheco Arce','PUSC',2021-08-10 2022-02-06,CR,2022,0.124004685853077,0,1548,0
'Villalta','FA',2021-08-10 2022-02-06,CR,2022,0.0872577830224707,1082,916,0.541541541541542
'Araya','CRJ',2021-08-10 2022-02-06,CR,2022,0.00952398683225639,1049,614,0.630787733012628
'Moya','PFN',2021-08-10 2022-02-06,CR,2022,0.00791286681025923,1201,1277,0.484665052461663
'Diaz','UP',2021-08-10 2022-02-06,CR,2022,0.00787467729862671,1657,1194,0.581199579095054
'Ramos','PAC',2021-08-10 2022-02-06,CR,2022,0.00658912286329682,827,784,0.51334574798262
'López','PASE',2021-08-10 2022-02-06,CR,2022,0.00592796694315873,1122,1395,0.445768772348033
'Hernández','PRSC',2021-08-10 2022-02-06,CR,2022,0.00583535737744986,921,1303,0.414118705035971
'Mena','PNG',2021-08-10 2022-02-06,CR,2022,0.00555800604921864,1571,1201,0.566738816738817
'Cruickshank','PREN',2021-08-10 2022-02-06,CR,2022,0.00532743687273727,1260,0,1
'Quesada','JSC',2021-08-10 2022-02-06,CR,2022,0.00322653636405298,767,0,1
'Malavassi','UL',2021-08-10 2022-02-06,CR,2022,0.00316638788323175,924,952,0.492537313432836
'Morales','PUCD',2021-08-10 2022-02-06,CR,2022,0.00315254418526496,1498,0,1
'Rivera','ADC',2021-08-10 2022-02-06,CR,2022,0.0027195705971312,1676,1366,0.550953320184089
'Campos','PEN',2021-08-10 2022-02-06,CR,2022,0.00221451430579106,1034,1117,0.480706648070665
'Piza','PNP',2021-08-10 2022-02-06,CR,2022,0.00160348211967065,1095,980,0.527710843373494
'Muñoz','PIN',2021-08-10 2022-02-06,CR,2022,0.00144260880191864,918,1149,0.444121915820029
'Chavarría','PMSDC',2021-08-10 2022-02-06,CR,2022,0.000970013595466141,982,0,1
'Vega','PT',2021-08-10 2022-02-06,CR,2022,0.000931346714938209,1057,668,0.612753623188406
'Chinchilla','PU',2021-08-10 2022-02-06,CR,2022,0.000713666498632815,702,1205,0.368117461982171
'Cordero','ML',2021-08-10 2022-02-06,CR,2022,0.000671180666941631,516,560,0.479553903345725
'Alvarado Quesada','PAC',2017-08-08 2018-02-04,CR,2018,0.24992098657027,797,1034,0.435281267067176
'Alvarado Muñóz','PREN',2017-08-08 2018-02-04,CR,2018,0.216331577015237,,,
'Alvarez','PLN',2017-08-08 2018-02-04,CR,2018,0.186339424986437,1429,972,0.595168679716785
'Piza','PUSC',2017-08-08 2018-02-04,CR,2018,0.159927358695909,869,665,0.566492829204694
'Castro','PIN',2017-08-08 2018-02-04,CR,2018,0.095420376971797,1209,1232,0.495288816058992
'Hernández','Republicano',2017-08-08 2018-02-04,CR,2018,0.049400913446299,1334,1074,0.553986710963455
'Guevara','ML',2017-08-08 2018-02-04,CR,2018,0.0101592010384755,1647,1757,0.483842538190364
'Araya','FA',2017-08-08 2018-02-04,CR,2018,0.00782569428555384,799,1114,0.417668583376895
'Mena','PNG',2017-08-08 2018-02-04,CR,2018,0.00757832771846807,1271,1181,0.518352365415987
'Redondo','ADC',2017-08-08 2018-02-04,CR,2018,0.00586532584395857,1599,1362,0.540020263424519
'Campos','PRC',2017-08-08 2018-02-04,CR,2018,0.00571263616183621,1523,1317,0.536267605633803
'López','PASE',2017-08-08 2018-02-04,CR,2018,0.00349886782225065,1127,1079,0.510879419764279
'Vega','PT',2017-08-08 2018-02-04,CR,2018,0.00201930944350876,733,1037,0.414124293785311
'Solís','PAC',2013-08-06 2014-02-02,CR,2014,0.306434,1007,1524,0.397866455946266
'Araya','PLN',2013-08-06 2014-02-02,CR,2014,0.297077,1480,1239,0.544317763883781
'Villalta','FA',2013-08-06 2014-02-02,CR,2014,0.172456,1996,1292,0.60705596107056
'Guevara','ML',2013-08-06 2014-02-02,CR,2014,0.113387,1821,1293,0.584778420038536
'Piza','PUSC',2013-08-06 2014-02-02,CR,2014,0.060158,942,707,0.57125530624621
'Corrales','PPN',2013-08-06 2014-02-02,CR,2014,0.014992,1208,1116,0.519793459552496
'Avendaño','PREN',2013-08-06 2014-02-02,CR,2014,0.013472,1454,0,1
'Orozco','PRC',2013-08-06 2014-02-02,CR,2014,0.008135,1283,1017,0.557826086956522
'López','PASE',2013-08-06 2014-02-02,CR,2014,0.00503,900,1214,0.425733207190161
'Mena','PNG',2013-08-06 2014-02-02,CR,2014,0.002862,1316,1200,0.523052464228935
'Monestel','PT',2013-08-06 2014-02-02,CR,2014,0.002382,1432,1228,0.538345864661654
'Muñoz','PIN',2013-08-06 2014-02-02,CR,2014,0.002135,1550,1124,0.579655946148093
'Echandi','PAN',2013-08-06 2014-02-02,CR,2014,0.00148,1226,1172,0.511259382819016
'Chinchilla','LN',2009-08-11 2010-02-07,CR,2010,0.467797,1066,1452,0.423351866560763
'Solís','AC',2009-08-11 2010-02-07,CR,2010,0.251528,879,1064,0.452393206381884
'Guevara','ML',2009-08-11 2010-02-07,CR,2010,0.20825,1207,1181,0.505443886097153
'Fishman','PUSC',2009-08-11 2010-02-07,CR,2010,0.038629,1124,1235,0.476473081814328
'López','PAE',2009-08-11 2010-02-07,CR,2010,0.019071,1709,1443,0.542195431472081
'González','RC',2009-08-11 2010-02-07,CR,2010,0.007244,523,887,0.370921985815603
'Trejos','FA',2009-08-11 2010-02-07,CR,2010,0.003694,1012,1388,0.421666666666667
'Araya','AP',2009-08-11 2010-02-07,CR,2010,0.002055,919,643,0.588348271446863
'Muñoz','IN',2009-08-11 2010-02-07,CR,2010,0.001732,660,1006,0.396158463385354
'Arias','PLN',2005-08-09 2006-02-05,CR,2006,0.409208,837,1416,0.37150466045273
'Solís','PAC',2005-08-09 2006-02-05,CR,2006,0.39802,698,526,0.570261437908497
'Guevara','ML',2005-08-09 2006-02-05,CR,2006,0.084797,680,1045,0.394202898550725
'Toledo','PUSC',2005-08-09 2006-02-05,CR,2006,0.035502,924,1126,0.450731707317073
'Álvarez','UPC',2005-08-09 2006-02-05,CR,2006,0.024358,840,983,0.460778935820077
'Echandi','PUN',2005-08-09 2006-02-05,CR,2006,0.016375,889,861,0.508
'Vargas','PP',2005-08-09 2006-02-05,CR,2006,0.010834,2002,831,0.706671373102718
'Serrano','RC',2005-08-09 2006-02-05,CR,2006,0.009568,1049,764,0.578599007170436
'Muñoz','IN',2005-08-09 2006-02-05,CR,2006,0.003163,1067,625,0.630614657210402
'Villalobor','AND',2005-08-09 2006-02-05,CR,2006,0.00226,0,1017,0
'Cruz','FD',2005-08-09 2006-02-05,CR,2006,0.00186,798,944,0.458094144661309
'Mejia','RN',2005-08-09 2006-02-05,CR,2006,0.001496,906,939,0.491056910569106
'Vargas','CUI',2005-08-09 2006-02-05,CR,2006,0.001411,2002,956,0.676808654496281
'Arce','UP',2005-08-09 2006-02-05,CR,2006,0.001148,381,219,0.635
'Abinader','PRM',2020-01-07 2020-07-05,DO,2020,0.525152729537849,651,1316,0.330960854092527
'Castillo','PLD',2020-01-07 2020-07-05,DO,2020,0.374583631058857,1522,1871,0.448570586501621
'Fernández','FP',2020-01-07 2020-07-05,DO,2020,0.0890081523990747,1301,1220,0.516065053550179
'Moreno','ALPAIS',2020-01-07 2020-07-05,DO,2020,0.00961608760880182,903,827,0.521965317919075
'Reyes','PDI',2020-01-07 2020-07-05,DO,2020,0.000848334962903319,1284,1291,0.498640776699029
'Cohen','PNVC',2020-01-07 2020-07-05,DO,2020,0.000791064432514844,999,1331,0.428755364806867
'Medina','PLD',2015-11-17 2016-05-15,DO,2016,0.619590136824148,402,485,0.453213077790304
'Abinader','PRM',2015-11-17 2016-05-15,DO,2016,0.351030097831007,726,940,0.43577430972389
'Moreno','ALPAIS',2015-11-17 2016-05-15,DO,2016,0.0183648556905616,1148,1011,0.531727651690598
'Wessin','PQDC',2015-11-17 2016-05-15,DO,2016,0.00444395606308533,548,890,0.381084840055633
'Tavarez','Alianza por la Democrácia',2015-11-17 2016-05-15,DO,2016,0.00353723496849215,1436,0,1
'De Camps','PSRD',2015-11-17 2016-05-15,DO,2016,0.00179821049333287,935,0,1
'Aquino','Unidad Nacional',2015-11-17 2016-05-15,DO,2016,0.00123550812937367,667,821,0.448252688172043
'Medina','PLD',2011-11-22 2012-05-20,DO,2012,0.512125,1106,1197,0.480243161094225
'Mejia','PRD',2011-11-22 2012-05-20,DO,2012,0.469524,952,1582,0.375690607734807
'Moreno','ALPAIS',2011-11-22 2012-05-20,DO,2012,0.013731,1411,1322,0.516282473472375
'Estrella','DxC',2011-11-22 2012-05-20,DO,2012,0.002059,1219,1398,0.465800534963699
'Serulle','FA',2011-11-22 2012-05-20,DO,2012,0.001444,957,750,0.560632688927944
'Puig','Alianza por la Democrácia',2011-11-22 2012-05-20,DO,2012,0.001117,1387,0,1
'Fernández','PLD',2008-02-18 2008-08-16,DO,2008,0.538288,775,1221,0.388276553106212
