Candidate,Party,Date,GEO_code,Year,hits.candidate,hits.party,indicador
'Zavala','PRE',2012-08-21 2013-02-17,EC,2013,1332,974,0.577623590633131
'Correa','Alianza PAIS',2008-10-28 2009-04-26,EC,2009,824,1304,0.387218045112782
'Gutiérrez','PSP',2008-10-28 2009-04-26,EC,2009,579,964,0.375243033052495
'Noboa','PRIAN',2008-10-28 2009-04-26,EC,2009,1210,933,0.564629024731685
'Roldós','RED',2008-10-28 2009-04-26,EC,2009,1083,1217,0.470869565217391
'Sagñay','MTM',2008-10-28 2009-04-26,EC,2009,658,924,0.415929203539823
'Jácome','MTF',2008-10-28 2009-04-26,EC,2009,796,780,0.50507614213198
'Delgado','MITS',2008-10-28 2009-04-26,EC,2009,657,538,0.54979079497908
'González','MIJS',2008-10-28 2009-04-26,EC,2009,983,657,0.599390243902439
'Noboa','PRIAN',2006-04-18 2006-10-15,EC,2006,711,1056,0.402376910016978
'Correa','Alianza PAIS',2006-04-18 2006-10-15,EC,2006,820,1347,0.378403322565759
'Gutiérrez','PSP',2006-04-18 2006-10-15,EC,2006,824,1151,0.417215189873418
'Roldós','ID',2006-04-18 2006-10-15,EC,2006,667,634,0.512682551883167
'Viteri','PSC',2006-04-18 2006-10-15,EC,2006,1176,806,0.593340060544904
'Macas','Pachakutik',2006-04-18 2006-10-15,EC,2006,1048,855,0.550709406200736
'Rosero','PRE',2006-04-18 2006-10-15,EC,2006,679,669,0.503709198813056
'Proaño','MRD',2006-04-18 2006-10-15,EC,2006,933,829,0.529511918274688
'Villacís','MDP',2006-04-18 2006-10-15,EC,2006,733,715,0.50621546961326
'Damerval','CFP',2006-04-18 2006-10-15,EC,2006,593,672,0.468774703557312
'Larrea','ATR',2006-04-18 2006-10-15,EC,2006,1077,813,0.56984126984127
'Torres','MRPP',2006-04-18 2006-10-15,EC,2006,895,0,1
'Sagñay','INA',2006-04-18 2006-10-15,EC,2006,1540,1020,0.6015625
'Bukele','GANA',2018-08-07 2019-02-03,SV,2019,1287,1241,0.509098101265823
'Calleja','ARENA',2018-08-07 2019-02-03,SV,2019,1001,1626,0.381043014845832
'Martíez','FMLN',2018-08-07 2019-02-03,SV,2019,0,1280,0
'Alvarado','Vamos',2018-08-07 2019-02-03,SV,2019,1429,1170,0.549826856483263
'Sancez','FMLN',2013-08-06 2014-02-02,SV,2014,0,1560,0
'Quijano','ARENA',2013-08-06 2014-02-02,SV,2014,1487,1321,0.529558404558405
'Saca','Unidad',2013-08-06 2014-02-02,SV,2014,1029,1111,0.480841121495327
'Rodriguez','PSP',2013-08-06 2014-02-02,SV,2014,1602,1102,0.592455621301775
'Lemus','FPS',2013-08-06 2014-02-02,SV,2014,1201,1300,0.480207916833267
'Funes','FMLN',2008-09-16 2009-03-15,SV,2009,1119,783,0.588328075709779
'Avila','ARENA',2008-09-16 2009-03-15,SV,2009,666,654,0.504545454545455
'Saca','ARENA',2004-01-01 2004-03-21,SV,2004,305,648,0.320041972717734
'Handal','FMLN',2004-01-01 2004-03-21,SV,2004,285,507,0.359848484848485
'Silva','PDC',2004-01-01 2004-03-21,SV,2004,211,307,0.407335907335907
'Machuca','PCN',2004-01-01 2004-03-21,SV,2004,209,282,0.425661914460285
'Giammattei','Vamos',2018-12-18 2019-06-16,GT,2019,1114,1126,0.497321428571429
'Torres','UNES',2018-12-18 2019-06-16,GT,2019,1010,1208,0.45536519386835
'Mulet','PHG',2018-12-18 2019-06-16,GT,2019,795,445,0.641129032258065
'Cabrera','MLP',2018-12-18 2019-06-16,GT,2019,977,654,0.599019006744329
'Arzú','PAN',2018-12-18 2019-06-16,GT,2019,728,878,0.453300124533001
'Franchi','VIVA',2018-12-18 2019-06-16,GT,2019,633,1101,0.365051903114187
'Cillacorta','WINAQ',2018-12-18 2019-06-16,GT,2019,0,833,0
'Galdámez','FCN',2018-12-18 2019-06-16,GT,2019,657,911,0.419005102040816
'Estrada','CREO',2018-12-18 2019-06-16,GT,2019,904,1176,0.434615384615385
'Cabrera','Todos',2018-12-18 2019-06-16,GT,2019,977,733,0.571345029239766
'Rivera','Victoria',2018-12-18 2019-06-16,GT,2019,1306,1069,0.549894736842105
'Ceto','URNG',2018-12-18 2019-06-16,GT,2019,1149,1013,0.53145235892692
'Duarte','Unionista',2018-12-18 2019-06-16,GT,2019,554,750,0.424846625766871
'Marroquín','Encuentro por Guatemala',2018-12-18 2019-06-16,GT,2019,789,891,0.469642857142857
'García','Libre',2018-12-18 2019-06-16,GT,2019,1028,1328,0.436332767402377
'Morales','Convergencia',2018-12-18 2019-06-16,GT,2019,1030,1116,0.479962721342032
'Velázquez','Unidos',2018-12-18 2019-06-16,GT,2019,1091,1286,0.458981909970551
'Chea','PPT',2018-12-18 2019-06-16,GT,2019,518,751,0.408195429472025
'Roca','Avanza',2018-12-18 2019-06-16,GT,2019,666,1333,0.333166583291646
'Morales','FCN Nacion',2015-03-10 2015-09-06,GT,2015,1220,767,0.613990941117262
'Torres','UNE',2015-03-10 2015-09-06,GT,2015,1281,1199,0.516532258064516
'Baldizón','LIDER',2015-03-10 2015-09-06,GT,2015,1078,1883,0.364066193853428
'Giammattei','Fuerza',2015-03-10 2015-09-06,GT,2015,800,764,0.51150895140665
'Ríos','VIVA',2015-03-10 2015-09-06,GT,2015,1113,1780,0.384721742136191
'Sosa','Todos',2015-03-10 2015-09-06,GT,2015,745,1100,0.403794037940379
'García','PP',2015-03-10 2015-09-06,GT,2015,2120,1056,0.667506297229219
'González','CREO',2015-03-10 2015-09-06,GT,2015,1016,1373,0.425282544997907
'Estrada','UCN',2015-03-10 2015-09-06,GT,2015,1899,1904,0.499342624244018
'Gutiérrez','PAN',2015-03-10 2015-09-06,GT,2015,974,1360,0.417309340188518
'Sandoval','WINAQ',2015-03-10 2015-09-06,GT,2015,906,1353,0.401062416998672
'López','Encuentro por Guatemala',2015-03-10 2015-09-06,GT,2015,821,1120,0.422977846470891
'Pérez','PRI',2015-03-10 2015-09-06,GT,2015,1277,1477,0.463689179375454
'García','MNR',2015-03-10 2015-09-06,GT,2015,2120,1034,0.672162333544705
'Perez Molina','PP',2011-03-15 2011-09-11,GT,2011,1841,1242,0.597145637366202
'Baldizón','LIDER',2011-03-15 2011-09-11,GT,2011,1159,1577,0.423611111111111
'Suger','CREO',2011-03-15 2011-09-11,GT,2011,1535,1424,0.518756336600203
'Estrada','UCN',2011-03-15 2011-09-11,GT,2011,1219,1430,0.460173650434126
'Caballeros','VIVA',2011-03-15 2011-09-11,GT,2011,1400,783,0.641319285387082
'Menchu','WINAQ',2011-03-15 2011-09-11,GT,2011,1072,1382,0.436837815810921
'Gutierrez','PAN',2011-03-15 2011-09-11,GT,2011,679,994,0.405857740585774
'De Arzu','PUNTO',2011-03-15 2011-09-11,GT,2011,844,651,0.564548494983278
'Giammettei','CASA',2011-03-15 2011-09-11,GT,2011,0,1343,0
'De Torrebiarte','ADN',2011-03-15 2011-09-11,GT,2011,1327,1470,0.474436896675009
'Colom','UNE',2007-03-13 2007-09-09,GT,2007,856,866,0.497096399535424
'Perez Molina','PP',2007-03-13 2007-09-09,GT,2007,1651,1283,0.562713019768235
'Giammattei','GANA',2007-03-13 2007-09-09,GT,2007,1144,1582,0.419662509170946
'Suger','CASA',2007-03-13 2007-09-09,GT,2007,1339,1053,0.559782608695652
'Rabbe','FRG',2007-03-13 2007-09-09,GT,2007,1107,1791,0.381987577639752
'Estrada','UCN',2007-03-13 2007-09-09,GT,2007,983,1243,0.441599281221923
'Menchu','EG',2007-03-13 2007-09-09,GT,2007,734,710,0.508310249307479
'Gracía Gallont','PU',2007-03-13 2007-09-09,GT,2007,0,1862,0
'Castañeda','PAN',2007-03-13 2007-09-09,GT,2007,1027,1156,0.470453504351809
'Sandoval','URNG-Maiz',2007-03-13 2007-09-09,GT,2007,892,0,1
'Conde Orellana','UD',2007-03-13 2007-09-09,GT,2007,1017,1081,0.484747378455672
'Monsanto','ANN',2007-03-13 2007-09-09,GT,2007,550,749,0.423402617397998
'Rosales','DIA',2007-03-13 2007-09-09,GT,2007,996,1135,0.467386203660253
'Cerezo','DCG',2007-03-13 2007-09-09,GT,2007,1360,0,1
'Castro','Libre',2021-06-01 2021-11-28,HN,2021,1079,2191,0.329969418960245
'Asfura','PNH',2021-06-01 2021-11-28,HN,2021,798,883,0.47471743010113
'Rosenthal','PLH',2021-06-01 2021-11-28,HN,2021,1438,1036,0.581244947453517
'Ávila','Honduras Humana',2021-06-01 2021-11-28,HN,2021,881,1284,0.406928406466513
'Portillo','Demócrata Cristiano',2021-06-01 2021-11-28,HN,2021,863,0,1
'Vásquez','APH',2021-06-01 2021-11-28,HN,2021,1397,931,0.600085910652921
'Pérez','El Frente',2021-06-01 2021-11-28,HN,2021,707,948,0.427190332326284
'Amado','PNR',2021-06-01 2021-11-28,HN,2021,1455,0,1
'Mira','UNOH',2021-06-01 2021-11-28,HN,2021,1386,1315,0.513143280266568
'Oniel','TSH',2021-06-01 2021-11-28,HN,2021,986,608,0.618569636135508
'Díaz','UD',2021-06-01 2021-11-28,HN,2021,719,743,0.491792065663475
'López','PAC',2021-06-01 2021-11-28,HN,2021,933,1253,0.426806953339433
'Coto','Vamos',2021-06-01 2021-11-28,HN,2021,1753,1537,0.532826747720365
'Viana','Lidehr',2021-06-01 2021-11-28,HN,2021,975,1225,0.443181818181818
'Orellana','MIDE',2021-06-01 2021-11-28,HN,2021,1199,887,0.574784276126558
'Hernández','PNH',2017-05-15 2017-11-11,HN,2017,871,1193,0.421996124031008
'Nasralla','Libre-PINU',2017-05-15 2017-11-11,HN,2017,1763,0,1
'Zelaya','PLH',2017-05-15 2017-11-11,HN,2017,1399,1372,0.504871887405269
'Vásquez','Alianza Patriótica',2017-05-15 2017-11-11,HN,2017,1125,0,1
'Alvarenga','PAC',2017-05-15 2017-11-11,HN,2017,1204,1658,0.420684835779175
'Aguilera','Demócrata Cristiano',2017-05-15 2017-11-11,HN,2017,2037,0,1
'Diaz','PUD',2017-05-15 2017-11-11,HN,2017,1673,0,1
'Fonseca','FA',2017-05-15 2017-11-11,HN,2017,1056,1139,0.481093394077449
'Vallencio','Vamos',2017-05-15 2017-11-11,HN,2017,0,2254,0
'Hernández','PNH',2013-05-28 2013-11-24,HN,2013,1008,883,0.533051295610788
'Castro','Libre',2013-05-28 2013-11-24,HN,2013,1315,1476,0.471157291293443
'Villeda','PLH',2013-05-28 2013-11-24,HN,2013,1276,1504,0.458992805755396
'Nasralla','PAC',2013-05-28 2013-11-24,HN,2013,922,1096,0.456888007928642
'Vásquez','APH',2013-05-28 2013-11-24,HN,2013,1468,837,0.636876355748373
'Solís','Demócrata Cristiano',2013-05-28 2013-11-24,HN,2013,1586,0,1
'Aguilar','PINU',2013-05-28 2013-11-24,HN,2013,1368,1507,0.475826086956522
'Pavón','PUD',2013-05-28 2013-11-24,HN,2013,959,0,1
'Lobo','PNH',2009-06-02 2009-11-29,HN,2009,1335,1159,0.535284683239776
'Santos','PLH',2009-06-02 2009-11-29,HN,2009,1238,1143,0.51994960100798
'Martínez','PINU',2009-06-02 2009-11-29,HN,2009,1032,1401,0.424167694204686
'Ávila','Demócrata Cristiano',2009-06-02 2009-11-29,HN,2009,1560,0,1
'Ham','PUD',2009-06-02 2009-11-29,HN,2009,1050,0,1
'Selaya','PLH',2005-05-31 2005-11-27,HN,2005,910,1202,0.430871212121212
'Lobo','PNH',2005-05-31 2005-11-27,HN,2005,885,1017,0.465299684542587
'Almendares','PUD',2005-05-31 2005-11-27,HN,2005,1077,0,1
'Martínez','Demócrata Cristiano',2005-05-31 2005-11-27,HN,2005,632,0,1
'Sosa','PINU',2005-05-31 2005-11-27,HN,2005,919,1166,0.440767386091127
'López Obrador','MORENA',2018-01-02 2018-07-01,MX,2018,250,1967,0.1127649977447
'Anaya','PAN',2018-01-02 2018-07-01,MX,2018,1772,2667,0.399189006533003
'Meade','PRI',2018-01-02 2018-07-01,MX,2018,1086,4498,0.194484240687679
'Peña Nieto','PRI',2012-01-03 2012-07-01,MX,2012,1291,4116,0.238764564453486
'López Obrador','PRD',2012-01-03 2012-07-01,MX,2012,148,3741,0.0380560555412703
'Vazquez','PAN',2012-01-03 2012-07-01,MX,2012,156,655,0.192355117139334
'Quadri','PANAL',2012-01-03 2012-07-01,MX,2012,1233,590,0.676357652221613
'Calderón','PAN',2006-01-03 2006-07-02,MX,2006,479,1814,0.208896641953772
'López Obrador','Alianza por el Bien de Todos',2006-01-03 2006-07-02,MX,2006,1177,1397,0.457264957264957
'Madrazo','Alianza por México',2006-01-03 2006-07-02,MX,2006,4119,1056,0.795942028985507
'Mercado','PASC',2006-01-03 2006-07-02,MX,2006,1271,515,0.711646136618141
'Campa','PANAL',2006-01-03 2006-07-02,MX,2006,2187,1276,0.631533352584464
'Ortega','FSLN',2021-05-11 2021-11-07,NI,2021,1289,2107,0.379564193168433
'Espinoza','PLC',2021-05-11 2021-11-07,NI,2021,937,1089,0.46248766041461
'Osorno','CCN',2021-05-11 2021-11-07,NI,2021,1220,1110,0.523605150214592
'Gutierrez','APRE',2021-05-11 2021-11-07,NI,2021,1448,1408,0.507002801120448
'Orué','PLI',2021-05-11 2021-11-07,NI,2021,0,1495,0
'Montiel','ALN',2021-05-11 2021-11-07,NI,2021,1210,1138,0.515332197614992
'Ortega','FSLN',2016-05-10 2016-11-06,NI,2016,1231,1321,0.482366771159875
'Rodríguez','PLC',2016-05-10 2016-11-06,NI,2016,698,1119,0.384149697303247
'Alvarado','PLI',2016-05-10 2016-11-06,NI,2016,1051,1474,0.416237623762376
'Cerrato','ALN',2016-05-10 2016-11-06,NI,2016,1507,1174,0.562103692651996
'Cabezas','PC',2016-05-10 2016-11-06,NI,2016,1300,1233,0.513225424397947
'Canales','APRE',2016-05-10 2016-11-06,NI,2016,1442,1064,0.575418994413408
'Ortega','FSLN',2011-05-10 2011-11-06,NI,2011,1922,2256,0.460028721876496
'Gadea','PLI',2011-05-10 2011-11-06,NI,2011,1137,949,0.545062320230105
'Aleman','PLC',2011-05-10 2011-11-06,NI,2011,1437,1042,0.579669221460266
'Quiñonez','ALN',2011-05-10 2011-11-06,NI,2011,1051,1433,0.423107890499195
'García','APRE',2011-05-10 2011-11-06,NI,2011,1043,1173,0.470667870036101
'Ortega','FSLN',2006-05-09 2006-11-05,NI,2006,532,748,0.415625
'Montealegre','ALN',2006-05-09 2006-11-05,NI,2006,674,458,0.595406360424028
'Castellón','PLC',2006-05-09 2006-11-05,NI,2006,679,679,0.5
'Jarquín','MRS',2006-05-09 2006-11-05,NI,2006,633,511,0.553321678321678
'Pastora','AC',2006-05-09 2006-11-05,NI,2006,725,1274,0.362681340670335
'Cortizo','PRD',2018-11-06 2019-05-05,PA,2019,1228,881,0.582266477003319
'Roux','CD',2018-11-06 2019-05-05,PA,2019,979,818,0.544796883695047
'Blandón','Panameñista',2018-11-06 2019-05-05,PA,2019,1456,1142,0.560431100846805
'Méndez','FAD',2018-11-06 2019-05-05,PA,2019,1299,1149,0.530637254901961
'Varela','Panameñista',2013-11-05 2014-05-04,PA,2014,1197,516,0.69877408056042
'Arias','CD',2013-11-05 2014-05-04,PA,2014,1199,960,0.555349698934692
'Navarro','PRD',2013-11-05 2014-05-04,PA,2014,1742,1061,0.621476988940421
'López','FAD',2013-11-05 2014-05-04,PA,2014,1207,1480,0.449199851135095
'Martinelli','CD',2008-11-04 2009-05-03,PA,2009,1675,1335,0.556478405315615
'Herrera','PRD',2008-11-04 2009-05-03,PA,2009,726,429,0.628571428571429
'Endara','Vanguardia Moral',2008-11-04 2009-05-03,PA,2009,1352,0,1
'Torrijos','PRD',2004-01-01 2004-05-02,PA,2004,387,395,0.494884910485934
'Endara','PS',2004-01-01 2004-05-02,PA,2004,382,411,0.48171500630517
'Alemán','Arnulfista',2004-01-01 2004-05-02,PA,2004,274,294,0.482394366197183
'Martinelli','CD',2004-01-01 2004-05-02,PA,2004,546,921,0.372188139059305
'Abdo','Partido Colorado',2017-10-24 2018-04-22,PY,2018,525,692,0.43138866064092
'Alegre','Partido Liberal',2017-10-24 2018-04-22,PY,2018,1316,1231,0.516686297605026
'Ybañez','Partido Verde',2017-10-24 2018-04-22,PY,2018,699,553,0.558306709265176
'Anzoategui','Artistas',2017-10-24 2018-04-22,PY,2018,1068,1328,0.445742904841402
'Galeano','Patria Libre',2017-10-24 2018-04-22,PY,2018,1029,936,0.523664122137405
'Benitez','Reserva Patriótica',2017-10-24 2018-04-22,PY,2018,1254,0,1
'Almada','Frente Amplio',2017-10-24 2018-04-22,PY,2018,1223,1657,0.424652777777778
'Enriquez','Soberanía Nacional',2017-10-24 2018-04-22,PY,2018,953,894,0.515971846237141
'Ferreira','Unamonos',2017-10-24 2018-04-22,PY,2018,733,917,0.444242424242424
'Ortega','Herederos',2017-10-24 2018-04-22,PY,2018,578,770,0.428783382789318
'Cartes','Partido COlorado',2012-10-23 2013-04-21,PY,2013,849,1335,0.388736263736264
'Alegre','Paraguay Alegre',2012-10-23 2013-04-21,PY,2013,689,997,0.408659549228944
'Ferreiro','Avanza País',2012-10-23 2013-04-21,PY,2013,1638,0,1
'Carrillo','Frente Guasu',2012-10-23 2013-04-21,PY,2013,1496,1373,0.521436040432206
'Carrizosa','Patria Querida',2012-10-23 2013-04-21,PY,2013,790,1177,0.401626842907982
'Sánchez','UNACE',2012-10-23 2013-04-21,PY,2013,1383,1439,0.490077958894401
'Ferreira','Humanista',2012-10-23 2013-04-21,PY,2013,1405,1464,0.4897176716626
'Soto','Kuña Pyrenda',2012-10-23 2013-04-21,PY,2013,1221,1063,0.534588441330998
'Arce','PT',2012-10-23 2013-04-21,PY,2013,1290,1159,0.526745610453246
'Almada','Partido Blanco',2012-10-23 2013-04-21,PY,2013,1475,0,1
'Galeano','Patria Libre',2012-10-23 2013-04-21,PY,2013,1270,1335,0.487523992322457
'Lugo','Alianza Patriótica',2007-10-23 2008-04-20,PY,2008,1241,0,1
'Ovelar','Partido Colorado',2007-10-23 2008-04-20,PY,2008,1133,683,0.623898678414097
'Oviedo','UNACE',2007-10-23 2008-04-20,PY,2008,1509,1143,0.569004524886878
'Fadul','Patria Querida',2007-10-23 2008-04-20,PY,2008,1016,963,0.513390601313795
'Martínez','Partido Humanista',2007-10-23 2008-04-20,PY,2008,914,0,1
'Galeano','Teta Pyahu',2007-10-23 2008-04-20,PY,2008,1094,0,1
'Lopez','PT',2007-10-23 2008-04-20,PY,2008,1434,844,0.629499561018437
'Castillo','Perú Libre',2020-10-13 2021-04-11,PE,2021,393,154,0.718464351005484
'Fujimori','Fuerza Popular',2020-10-13 2021-04-11,PE,2021,1520,671,0.693747147421269
'Lopez','Renovación Popular',2020-10-13 2021-04-11,PE,2021,1534,51,0.96782334384858
'De Soto','Avanza País',2020-10-13 2021-04-11,PE,2021,542,91,0.856240126382307
'Lescano','Acción Popular',2020-10-13 2021-04-11,PE,2021,1502,540,0.735553379040157
'Mendoza','Juntos',2020-10-13 2021-04-11,PE,2021,710,472,0.600676818950931
'Acuña','Alianza para el progreso',2020-10-13 2021-04-11,PE,2021,1196,869,0.579176755447942
'Forsyth','Victoria Nacional',2020-10-13 2021-04-11,PE,2021,1399,747,0.651910531220876
'Urresti','Podemos',2020-10-13 2021-04-11,PE,2021,557,670,0.453952730236349
'Guzmán','Morado',2020-10-13 2021-04-11,PE,2021,191,501,0.276011560693642
'Beingolea','PPC',2020-10-13 2021-04-11,PE,2021,1066,1232,0.463881636205396
'Salaverry','Somos Perú',2020-10-13 2021-04-11,PE,2021,1685,926,0.645346610494064
'Humala','PNP',2020-10-13 2021-04-11,PE,2021,1928,851,0.693774739114789
'Vega','UPP',2020-10-13 2021-04-11,PE,2021,1665,944,0.638175546186278
'Gálvez','RUNA',2020-10-13 2021-04-11,PE,2021,908,1301,0.411045722046175
'Arana','Frente Amplio',2020-10-13 2021-04-11,PE,2021,261,565,0.315980629539952
'Santos','Patria Segura',2020-10-13 2021-04-11,PE,2021,613,424,0.591128254580521
'Alcántara','Democracia Directa',2020-10-13 2021-04-11,PE,2021,1480,1408,0.512465373961219
'Fujimori','Fuerza Popular',2015-10-13 2016-04-10,PE,2016,1333,980,0.576307825335063
'Kuczynski','PPK',2015-10-13 2016-04-10,PE,2016,214,558,0.27720207253886
'Mendoza','Frente Amplio',2015-10-13 2016-04-10,PE,2016,635,761,0.45487106017192
'Barnechea','Acción Popular',2015-10-13 2016-04-10,PE,2016,1689,967,0.635918674698795
'García','APRA',2015-10-13 2016-04-10,PE,2016,1009,1548,0.394603050449746
'Santos','Democracia Directa',2015-10-13 2016-04-10,PE,2016,1359,1060,0.561802397684994
'Olivera','Frente Esperanza',2015-10-13 2016-04-10,PE,2016,1406,836,0.627118644067797
'Toledo','Perú Posible',2015-10-13 2016-04-10,PE,2016,1442,1403,0.506854130052724
'Hilario','Progresando Perú',2015-10-13 2016-04-10,PE,2016,1533,0,1
'Flores','Orden',2015-10-13 2016-04-10,PE,2016,1509,1226,0.551736745886655
'Humala','Gana Perú',2010-10-12 2011-04-10,PE,2011,1758,386,0.819962686567164
'Fujimori','Fuerza 2011',2010-10-12 2011-04-10,PE,2011,1504,1260,0.544138929088278
'Kuczynski','PPK',2010-10-12 2011-04-10,PE,2011,441,979,0.31056338028169
'Toledo','Perú Posible',2010-10-12 2011-04-10,PE,2011,1730,795,0.685148514851485
'Castaneda','Solidaridad Nacional',2010-10-12 2011-04-10,PE,2011,1167,1635,0.416488222698073
'Ñique','Fonavista',2010-10-12 2011-04-10,PE,2011,872,676,0.563307493540052
'Noriega','Despertar Nacional',2010-10-12 2011-04-10,PE,2011,1357,916,0.59700835899692
'Belaunde','Adelante',2010-10-12 2011-04-10,PE,2011,1638,1293,0.55885363357216
'Reymer','Fuerza Nacional',2010-10-12 2011-04-10,PE,2011,1031,915,0.529804727646454
'Pinazo','JTE',2010-10-12 2011-04-10,PE,2011,1668,0,1
'Rodríguez','Fuerza Social',2010-10-12 2011-04-10,PE,2011,977,1153,0.45868544600939
'Humala','Union por el Perú',2005-10-11 2006-04-09,PE,2006,5552,1000,0.847374847374847
'Garcia','APRA',2005-10-11 2006-04-09,PE,2006,1075,1045,0.507075471698113
'Flores','Unidad Nacional',2005-10-11 2006-04-09,PE,2006,1764,1392,0.55893536121673
'Chavez','Alianza por el Futuro',2005-10-11 2006-04-09,PE,2006,1581,1503,0.512645914396887
'Paniagua','Frente de Centro',2005-10-11 2006-04-09,PE,2006,1376,1402,0.49532037437005
'Lay Su','Restauración Nacional',2005-10-11 2006-04-09,PE,2006,0,1863,0
'Villaran','Concertación',2005-10-11 2006-04-09,PE,2006,1096,1079,0.503908045977012
'Salinas','Justicia Nacional',2005-10-11 2006-04-09,PE,2006,1023,1166,0.467336683417086
'Diez Canesco','Partido Socialista',2005-10-11 2006-04-09,PE,2006,0,1845,0
'Amprimo','Alianza para el progreso',2005-10-11 2006-04-09,PE,2006,758,631,0.545716342692585
'Koechlin Von Stein','Con Fuerza Perú',2005-10-11 2006-04-09,PE,2006,0,808,0
'Moreno','Nueva Izquierda',2005-10-11 2006-04-09,PE,2006,1119,982,0.532603522132318
'Humala','Avanza País',2005-10-11 2006-04-09,PE,2006,5552,1048,0.841212121212121
'Borea','Fuerza Democrática',2005-10-11 2006-04-09,PE,2006,944,0,1
'Herrera','Renacimiento Andino',2005-10-11 2006-04-09,PE,2006,845,939,0.473654708520179
'Espinoza','Progresando Perú',2005-10-11 2006-04-09,PE,2006,1164,0,1
'Guardera','Reconstrucción Democrática',2005-10-11 2006-04-09,PE,2006,,,
'Asto','Resurgimiento Peruano',2005-10-11 2006-04-09,PE,2006,872,1194,0.422071636011617
'Wong','Y se llama Perú',2005-10-11 2006-04-09,PE,2006,1325,1266,0.511385565418757
'Guerrero','Perú Ahora',2005-10-11 2006-04-09,PE,2006,1176,1709,0.407625649913345
'Lacalle','Partido Nacional',2019-04-30 2019-10-27,UY,2019,1747,1389,0.557079081632653
'Martínez','Frente Amplio',2019-04-30 2019-10-27,UY,2019,138,1114,0.110223642172524
'Talvi','Partido Colorado',2019-04-30 2019-10-27,UY,2019,1311,1448,0.475172163827474
'Manini','Cabildo Abierto',2019-04-30 2019-10-27,UY,2019,1552,1436,0.519410977242303
'Vega','PERI',2019-04-30 2019-10-27,UY,2019,603,1047,0.365454545454546
'Novick','Partido de la Gente',2019-04-30 2019-10-27,UY,2019,1391,1074,0.564300202839757
'Mieres','Partido Independiente',2019-04-30 2019-10-27,UY,2019,1141,1415,0.446400625978091
'Abella','Unidad Popular',2019-04-30 2019-10-27,UY,2019,844,830,0.504181600955795
'Salle','PVA',2019-04-30 2019-10-27,UY,2019,912,1334,0.406055209260908
'Goldman','Partido Digital',2019-04-30 2019-10-27,UY,2019,1502,1365,0.523892570631322
'Fernández','PT',2019-04-30 2019-10-27,UY,2019,1213,1258,0.490894374747066
'Vázquez','Frente Amplio',2014-04-29 2014-10-26,UY,2014,251,1541,0.140066964285714
'Lacalle','Partido Nacional',2014-04-29 2014-10-26,UY,2014,1402,475,0.746936600958977
'Bordaberry','Partido Colorado',2014-04-29 2014-10-26,UY,2014,1424,1318,0.519328956965719
'Mieres','Partido Independiente',2014-04-29 2014-10-26,UY,2014,1284,1680,0.433198380566802
'Abella','Asamblea Popular',2014-04-29 2014-10-26,UY,2014,1366,1352,0.502575423105224
'Vega','PERI',2014-04-29 2014-10-26,UY,2014,932,796,0.539351851851852
'Fernández','PT',2014-04-29 2014-10-26,UY,2014,1622,1316,0.552076242341729
'Mujica','Frente Amplio',2009-04-28 2009-10-25,UY,2009,1147,1218,0.484989429175476
'Lacalle','Partido Nacional',2009-04-28 2009-10-25,UY,2009,1308,1182,0.525301204819277
'Bordaberry','Partido Colorado',2009-04-28 2009-10-25,UY,2009,1653,982,0.627324478178368
'Mieres','Partido Independiente',2009-04-28 2009-10-25,UY,2009,779,747,0.510484927916121
'Rodríguez','Asamblea Popular',2009-04-28 2009-10-25,UY,2009,744,819,0.476007677543186
'Vázquez','Frente Amplio',2004-05-04 2004-10-31,UY,2004,879,1112,0.441486690105475
'Larrañaga','Partido Nacional',2004-05-04 2004-10-31,UY,2004,1423,1281,0.526257396449704
'Stirling','Partido Colorado',2004-05-04 2004-10-31,UY,2004,816,1241,0.396694214876033
'Mieres','Partido Independiente',2004-05-04 2004-10-31,UY,2004,1042,613,0.629607250755287
'Lissidini','Partido Instransigente',2004-05-04 2004-10-31,UY,2004,1948,0,1
'Lamorte','Unión Cívica',2004-05-04 2004-10-31,UY,2004,946,0,1
'Vera','Partido Liberal',2004-05-04 2004-10-31,UY,2004,917,884,0.509161576901721
'Fernández','PT',2004-05-04 2004-10-31,UY,2004,1138,1533,0.426057656308499
'Maduro','Gran Polo Patriótico',2017-11-21 2018-05-20,VE,2018,3217,173,0.948967551622419
'Falcon','APRA',2017-11-21 2018-05-20,VE,2018,899,285,0.759290540540541
'Bertucci','EL CAMBIO',2017-11-21 2018-05-20,VE,2018,1431,573,0.714071856287425
'Quijada','UPP89',2017-11-21 2018-05-20,VE,2018,1126,814,0.580412371134021
'Maduro','Gran Polo Patriótico',2013-01-01 2013-04-14,VE,2013,1252,28,0.978125
'Capriles','Unidad Democrática',2013-01-01 2013-04-14,VE,2013,972,765,0.559585492227979
'Méndez','Nueva Visión',2013-01-01 2013-04-14,VE,2013,1251,0,1
'Bolivar','Partido Democrático Unidos',2013-01-01 2013-04-14,VE,2013,2072,0,1
'Sequera','Poder Laboral',2013-01-01 2013-04-14,VE,2013,594,470,0.558270676691729
'Mora','Unidad Democrática',2013-01-01 2013-04-14,VE,2013,911,765,0.543556085918854
'Chávez','Gran Polo Patriótico',2012-04-10 2012-10-07,VE,2012,3736,627,0.856291542516617
