Country,Year,Index_ponderado.sum
ARGENTINA,2007,0.64417179431736
ARGENTINA,2011,0.466373061752159
ARGENTINA,2015,0.73677295550964
ARGENTINA,2019,0.804085855997456
BOLIVIA,2005,0.619029108465259
BOLIVIA,2009,0.698748981108205
BOLIVIA,2014,0.503492898148865
BOLIVIA,2019,0.000957571914395197
BOLIVIA,2020,0.43344806548476
BRASIL,2006,0.469953184084158
BRASIL,2010,0.908097054084344
BRASIL,2014,0.948526155671463
BRASIL,2018,0.846667227569986
BRASIL,2022,1.47990911665
CHILE,2005,0.537456059564931
CHILE,2009,0.597257119745846
CHILE,2013,0.408838897903824
CHILE,2017,0.0598823840709091
CHILE,2021,0.460661588777412
COLOMBIA,2006,0.546670256501396
COLOMBIA,2010,0.538685715450083
COLOMBIA,2014,0.500599017602509
COLOMBIA,2018,0.630535749537963
COLOMBIA,2022,0.796830314140032
COSTA RICA,2006,0.498789072239236
COSTA RICA,2010,0.506164728496931
COSTA RICA,2014,0.236435851899911
COSTA RICA,2018,0.576720047418553
COSTA RICA,2022,0.344506443218425
ECUADOR,2006,0.658457567022872
ECUADOR,2009,0.94487715625
ECUADOR,2013,0.856066430564131
ECUADOR,2017,0.726644721040875
ECUADOR,2021,0.600354907754943
EL SALVADOR,2004,0.263989912188729
EL SALVADOR,2009,0.571387601725907
EL SALVADOR,2014,0.541301066226803
EL SALVADOR,2019,0.51863256009704
GUATEMALA,2007,0.512542834079652
GUATEMALA,2011,0.920608338890947
GUATEMALA,2015,0.567459216949177
GUATEMALA,2019,0.554202878146271
HONDURAS,2005,0.42913804910051
HONDURAS,2009,0.422215392123162
HONDURAS,2013,0.394102476372078
HONDURAS,2017,0.358743513546387
HONDURAS,2021,0.468955035850848
MEXICO,2006,0.513094589156724
MEXICO,2012,0.540754262537657
MEXICO,2018,0.735075273635225
NICARAGUA,2006,0.593859341178109
NICARAGUA,2011,0.469696463890883
NICARAGUA,2016,0.535033038304194
NICARAGUA,2021,0.496969180557089
PANAMA,2004,0.811304563981043
PANAMA,2009,0.642465123673659
PANAMA,2014,0.7116360841303
PANAMA,2019,0.415903053006888
PARAGUAY,2008,0.823584481389312
PARAGUAY,2013,0.58942260561352
PARAGUAY,2018,0.417677002799792
PERU,2006,0.575367674993045
PERU,2011,0.542771919836939
PERU,2016,0.550022934421788
PERU,2021,0.612984142653812
REPÚBLICA DOMINICANA,2004,0.350739427626493
REPÚBLICA DOMINICANA,2008,0.518792708417991
REPÚBLICA DOMINICANA,2012,0.270796693048677
REPÚBLICA DOMINICANA,2016,0.00302300777347954
REPÚBLICA DOMINICANA,2020,0.343299570897833
URUGUAY,2004,0.480272832780688
URUGUAY,2009,0.372994399447746
URUGUAY,2014,0.276743999402917
URUGUAY,2019,0.244953250343092
VENEZUELA,2006,0.925480608898541
VENEZUELA,2012,0
VENEZUELA,2013,0.730941416442673
VENEZUELA,2018,0.810030207411526
