Country,Year,Index_ponderado.sum
ARGENTINA,2007,0.705021673513289
ARGENTINA,2011,0.484565574401541
ARGENTINA,2015,0.74578712695908
ARGENTINA,2019,0.800859180674758
BOLIVIA,2005,0.529656184436002
BOLIVIA,2009,0.616725959810796
BOLIVIA,2014,0.473076727277964
BOLIVIA,2019,0.524550521220295
BOLIVIA,2020,0.449783270790976
BRASIL,2006,0.546533180709379
BRASIL,2010,0.911319187562778
BRASIL,2014,0.955631773886124
BRASIL,2018,0.848736591212234
BRASIL,2022,0.683633148141156
CHILE,2005,0.484214533603713
CHILE,2009,0.625275831578947
CHILE,2013,0.395588240318892
CHILE,2017,0.0514249014882218
CHILE,2021,0.473656274558119
COLOMBIA,2006,0.492681336827322
COLOMBIA,2010,0.478107243691555
COLOMBIA,2014,0.527118782997417
COLOMBIA,2018,0.623491816131002
COLOMBIA,2022,0.791894991655314
COSTA RICA,2006,0.613313298646591
COSTA RICA,2010,0.437695049069552
COSTA RICA,2014,0.320856395669503
COSTA RICA,2018,0.533391311736409
COSTA RICA,2022,0.420154669098853
ECUADOR,2006,0.628365470382427
ECUADOR,2009,0.940677690970275
ECUADOR,2013,0.855942726397019
ECUADOR,2017,0.681079310280393
ECUADOR,2021,0.581097241197257
EL SALVADOR,2004,0.348779482014388
EL SALVADOR,2009,0.540527083557921
EL SALVADOR,2014,0.438872388371306
EL SALVADOR,2019,0.488463905961431
GUATEMALA,2007,0.476543388256666
GUATEMALA,2011,0.914479569607535
GUATEMALA,2015,0.560651600062746
GUATEMALA,2019,0.536247226197575
HONDURAS,2005,0.516091681003573
HONDURAS,2009,0.428985995397203
HONDURAS,2013,0.394856918791458
HONDURAS,2017,0.442504168093967
HONDURAS,2021,0.477605332911366
MEXICO,2006,0.551268425264989
MEXICO,2012,0.520302849388342
MEXICO,2018,0.749031851099307
NICARAGUA,2006,0.574994622675018
NICARAGUA,2011,0.465103697435154
NICARAGUA,2016,0.511787770393194
NICARAGUA,2021,0.578368984119068
PANAMA,2004,0.814870246541904
PANAMA,2009,0.721417059732654
PANAMA,2014,0.698402860009691
PANAMA,2019,0.40198040821232
PARAGUAY,2008,0.812174520361766
PARAGUAY,2013,0.671081963307331
PARAGUAY,2018,0.426746575823242
PERU,2006,0.544894392426143
PERU,2011,0.56722343693199
PERU,2016,0.498216963218365
PERU,2021,0.616621644508303
REPÚBLICA DOMINICANA,2004,0.491012312915591
REPÚBLICA DOMINICANA,2008,0.45120110646337
REPÚBLICA DOMINICANA,2012,0.269115781802677
REPÚBLICA DOMINICANA,2016,0.506446702167902
REPÚBLICA DOMINICANA,2020,0.32189566401394
URUGUAY,2004,0.516962245874777
URUGUAY,2009,0.464373623461762
URUGUAY,2014,0.321116200601206
URUGUAY,2019,0.252269441424506
VENEZUELA,2006,0.92044702722927
VENEZUELA,2012,0
VENEZUELA,2013,0.939158886394723
VENEZUELA,2018,0.844296219086793
