Country,Year,Index_ponderado.sum
ARGENTINA,2007,0.683055637728909
ARGENTINA,2011,0.437908354423664
ARGENTINA,2015,0.721959378855244
ARGENTINA,2019,0.81228834826381
BOLIVIA,2005,0.59159217655532
BOLIVIA,2009,0.671837714566194
BOLIVIA,2014,0.497093333111753
BOLIVIA,2019,0.000959461327581424
BOLIVIA,2020,0.484685741233695
BRASIL,2006,0.568767936100454
BRASIL,2010,0.907165202202446
BRASIL,2014,0.946490262455399
BRASIL,2018,0.842237521059106
BRASIL,2022,1.4387197283454
CHILE,2005,0.500503934375657
CHILE,2009,0.590275306093529
CHILE,2013,0.487294221518252
CHILE,2017,0.0612623388813326
CHILE,2021,0.480520468053544
COLOMBIA,2006,0.491620155368749
COLOMBIA,2010,0.502529456139223
COLOMBIA,2014,0.525258397639307
COLOMBIA,2018,0.629249787534139
COLOMBIA,2022,0.858016725823966
COSTA RICA,2006,0.58019788433184
COSTA RICA,2010,0.466908643824256
COSTA RICA,2014,0.309221211383375
COSTA RICA,2018,0.569391121125828
COSTA RICA,2022,0.419343166157766
ECUADOR,2006,0.641905548318449
ECUADOR,2009,0.950821507757405
ECUADOR,2013,0.851370637602539
ECUADOR,2017,0.726819032628817
ECUADOR,2021,0.595272348906527
EL SALVADOR,2004,0.367968263389582
EL SALVADOR,2009,0.531300389611665
EL SALVADOR,2014,0.511491449841721
EL SALVADOR,2019,0.552691847426463
GUATEMALA,2007,0.530606867305552
GUATEMALA,2011,0.922799583893193
GUATEMALA,2015,0.577982655324905
GUATEMALA,2019,0.502918299906025
HONDURAS,2005,0.515432935535301
HONDURAS,2009,0.487879004656453
HONDURAS,2013,0.438150339166249
HONDURAS,2017,0.330013114451602
HONDURAS,2021,0.522477040241046
MEXICO,2006,0.601325141312337
MEXICO,2012,0.530445306758899
MEXICO,2018,0.732910935261594
NICARAGUA,2006,0.621975688700367
NICARAGUA,2011,0.488191516907942
NICARAGUA,2016,0.59735560499081
NICARAGUA,2021,0.512072361388713
PANAMA,2004,0.815983857142857
PANAMA,2009,0.752188929549358
PANAMA,2014,0.682978415322075
PANAMA,2019,0.426198241768923
PARAGUAY,2008,0.846329596813751
PARAGUAY,2013,0.672084556195896
PARAGUAY,2018,0.487043522808944
PERU,2006,0.489795611511862
PERU,2011,0.520767523072089
PERU,2016,0.507170227186123
PERU,2021,0.628677442772004
REPÚBLICA DOMINICANA,2004,0.45269457038273
REPÚBLICA DOMINICANA,2008,0.53967347538021
REPÚBLICA DOMINICANA,2012,0.24471371676525
REPÚBLICA DOMINICANA,2016,0.00302300777347954
REPÚBLICA DOMINICANA,2020,0.262746211588031
URUGUAY,2004,0.478372311173982
URUGUAY,2009,0.403690335980444
URUGUAY,2014,0.274392912881644
URUGUAY,2019,0.247031226498931
VENEZUELA,2006,0.93557617620488
VENEZUELA,2012,0
VENEZUELA,2013,0.735590185092568
VENEZUELA,2018,0.833556377742646
