Country,Year,Index_ponderado.sum
ARGENTINA,2007,0.639406931515562
ARGENTINA,2011,0.467826839790654
ARGENTINA,2015,0.724685521390859
ARGENTINA,2019,0.796783993345879
BOLIVIA,2005,0.67394021416915
BOLIVIA,2009,0.626053529711998
BOLIVIA,2014,0.396128180320965
BOLIVIA,2019,0.000900477100605343
BOLIVIA,2020,0.528901290225773
BRASIL,2006,0.51693690543895
BRASIL,2010,0.901409765791088
BRASIL,2014,0.952392789670335
BRASIL,2018,0.858084824292499
BRASIL,2022,1.47695650388967
CHILE,2005,0.498858861261366
CHILE,2009,0.592329515228427
CHILE,2013,0.44260564612631
CHILE,2017,0.0663949794643987
CHILE,2021,0.532204077389695
COLOMBIA,2006,0.481956682584616
COLOMBIA,2010,0.527921309003686
COLOMBIA,2014,0.52633536538878
COLOMBIA,2018,0.611188089778808
COLOMBIA,2022,0.844447502099476
COSTA RICA,2006,0.523944015810587
COSTA RICA,2010,0.468479369075266
COSTA RICA,2014,0.325738745259334
COSTA RICA,2018,0.54131633891652
COSTA RICA,2022,0.375431552644811
ECUADOR,2006,0.628079729204447
ECUADOR,2009,0.939896964492474
ECUADOR,2013,0.827188679639871
ECUADOR,2017,0.710763431968591
ECUADOR,2021,0.56548266783794
EL SALVADOR,2004,0.245834141216992
EL SALVADOR,2009,0.538725603159651
EL SALVADOR,2014,0.415844896450892
EL SALVADOR,2019,0.527501475849507
GUATEMALA,2007,0.524131131022463
GUATEMALA,2011,0.92021347549917
GUATEMALA,2015,0.571187411472147
GUATEMALA,2019,0.519365496915784
HONDURAS,2005,0.516633179642474
HONDURAS,2009,0.487392533583823
HONDURAS,2013,0.413195623161218
HONDURAS,2017,0.410268344591624
HONDURAS,2021,0.540994615256388
MEXICO,2006,0.536959579956011
MEXICO,2012,0.535166812505931
MEXICO,2018,0.732943129577945
NICARAGUA,2006,0.628247460884693
NICARAGUA,2011,0.500862430732182
NICARAGUA,2016,0.527391312865344
NICARAGUA,2021,0.567175944552297
PANAMA,2004,0.799659203125
PANAMA,2009,0.704436894860129
PANAMA,2014,0.651572291921755
PANAMA,2019,0.350496225566464
PARAGUAY,2008,0.818189994319902
PARAGUAY,2013,0.644300913623635
PARAGUAY,2018,0.463253799403728
PERU,2006,0.509535637166031
PERU,2011,0.541742326423644
PERU,2016,0.495563780640517
PERU,2021,0.620921341072065
REPÚBLICA DOMINICANA,2004,0.2998401
REPÚBLICA DOMINICANA,2008,0.517796503592647
REPÚBLICA DOMINICANA,2012,0.261500371793968
REPÚBLICA DOMINICANA,2016,0.00302300777347954
REPÚBLICA DOMINICANA,2020,0.330877048666867
URUGUAY,2004,0.411452080025612
URUGUAY,2009,0.353821221004584
URUGUAY,2014,0.278679875487814
URUGUAY,2019,0.239968127431326
VENEZUELA,2006,0.939659913542194
VENEZUELA,2012,0
VENEZUELA,2013,0.742593019553613
VENEZUELA,2018,0.815807910029308
