GEO_code,Year,Index_ponderado.sum
AR,2007,0.55832074185362
AR,2011,0.516003595903299
AR,2015,0.898606026922632
AR,2019,0.843399985347191
BO,2005,0.459777814097069
BO,2009,0.478481680544377
BO,2014,0.428953918657551
BO,2019,0.534793027180178
BO,2020,0.532954132147139
BR,2006,0.313561701437017
BR,2010,0.679808241617318
BR,2014,0.654691947105228
BR,2018,0.808948374542217
BR,2022,0.631998757603378
CL,2005,0.558578732198751
CL,2009,0.557407678426996
CL,2013,0.487413836562302
CL,2017,0.609375518874426
CL,2021,0.641938073084534
CO,2006,0.651618168723573
CO,2010,0.468224203127609
CO,2014,0.543802543039626
CO,2018,0.872452958806764
CO,2022,0.703858634961164
CR,2006,0.466426770567496
CR,2010,0.451976666255411
CR,2014,0.521704030280208
CR,2018,0.405881995786373
CR,2022,0.468170087135309
DO,2004,0.54656115951617
DO,2008,0.451243656915121
DO,2012,0.432314997329009
DO,2016,0.451124142630774
DO,2020,0.393547643659095
EC,2006,0.488475059642709
EC,2009,0.45965061406988
EC,2013,0.617444185147131
EC,2017,0.628430322440667
EC,2021,0.681869067868949
GT,2007,0.504154614189766
GT,2011,0.472987862072066
GT,2015,0.469137171815693
GT,2019,0.481771023256832
HN,2005,0.530818410817794
HN,2009,0.546101205520456
HN,2013,0.417114835662121
HN,2017,0.733035391492403
HN,2021,0.498107428756127
MX,2006,0.489991501363995
MX,2012,0.164093071682448
MX,2018,0.178092964590489
NI,2006,0.480351091785176
NI,2011,0.458882640693243
NI,2016,0.459548046413852
NI,2021,0.518157408922856
PA,2004,0.553639402599775
PA,2009,0.576745178464773
PA,2014,0.631104200627819
PA,2019,0.425296975479184
PE,2006,0.565688642872005
PE,2011,0.535702504068424
PE,2016,0.528143619049787
PE,2021,0.671221541191611
PY,2008,0.764530436340719
PY,2013,0.519968913141796
PY,2018,0.440498484107847
SV,2004,0.465571628033854
SV,2009,0.506156629099296
SV,2014,0.277314418682378
SV,2019,0.461818103029206
UY,2004,0.408951313505249
UY,2009,0.494572578021463
UY,2014,0.397007891709833
UY,2019,0.373974598417885
VE,2006,0.681735464798631
VE,2012,0.90516358540129
VE,2013,0.752921083610681
VE,2018,0.876049514350241
