GEO_code,Year,Index_ponderado.sum
AR,2007,0.55873810829919
AR,2011,0.49580567023422
AR,2015,0.910413522707113
AR,2019,0.841288417855371
BO,2005,0.443296437239403
BO,2009,0.397165971934147
BO,2014,0.501662433757301
BO,2019,0.550631927796849
BO,2020,0.516521791960793
BR,2006,0.313131794105634
BR,2010,0.675952598376798
BR,2014,0.649682722520285
BR,2018,0.808208707172819
BR,2022,0.619298524222119
CL,2005,0.521424496438312
CL,2009,0.590748193198116
CL,2013,0.575949245195049
CL,2017,0.600036614429771
CL,2021,0.657751456496465
CO,2006,0.644282749704567
CO,2010,0.465428850799454
CO,2014,0.556271174494388
CO,2018,0.867983155351575
CO,2022,0.738971561467153
CR,2006,0.49242553753342
CR,2010,0.485452597781019
CR,2014,0.557395917563047
CR,2018,0.38123553812187
CR,2022,0.478562197783325
DO,2004,0.481342163774386
DO,2008,0.465363507868507
DO,2012,0.384864331002445
DO,2016,0.455112857318134
DO,2020,0.367288837662544
EC,2006,0.518190211138326
EC,2009,0.454851908736257
EC,2013,0.599558131626921
EC,2017,0.680532470885843
EC,2021,0.684393716692201
GT,2007,0.436529853626077
GT,2011,0.511646552339756
GT,2015,0.448271262929473
GT,2019,0.498186613077027
HN,2005,0.515964292466624
HN,2009,0.453947104836679
HN,2013,0.47763204515469
HN,2017,0.716822817546086
HN,2021,0.525320154311074
MX,2006,0.442209986363713
MX,2012,0.165815934299656
MX,2018,0.18920657714851
NI,2006,0.506515968607968
NI,2011,0.483896550194328
NI,2016,0.53019469341866
NI,2021,0.434567509243101
PA,2004,0.496924018417361
PA,2009,0.575678121433536
PA,2014,0.614349938418894
PA,2019,0.397340268985402
PE,2006,0.584427810945668
PE,2011,0.567923106435782
PE,2016,0.48673140918024
PE,2021,0.677283284761627
PY,2008,0.734199400238611
PY,2013,0.459682195807538
PY,2018,0.385001355866484
SV,2004,0.517781914420416
SV,2009,0.559771182801338
SV,2014,0.230536556470181
SV,2019,0.456914393209374
UY,2004,0.443190772865077
UY,2009,0.520983918420857
UY,2014,0.413831647482063
UY,2019,0.354692279598826
VE,2006,0.640870927620173
VE,2012,0.85708423112527
VE,2013,0.79699623777548
VE,2018,0.867074757109145
